{'CVE-2010-1637'},CVE-2010-1637 
{'AP_11'},AP_11
{'CVE-2005-4002'},CVE-2005-4002
{'M-CWE_93'},M-CWE_93
{'CVE-2003-0825'},CVE-2003-0825
{'CVE-2001-0590'},CVE-2001-0590
{'AP_316'},AP_316
{'det-attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a'},det-attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
{'CVE-2005-2959'},CVE-2005-2959
{'M-CWE_209'},M-CWE_209
{'CWE_158'},CWE_158
{'CVE-2011-2701'},CVE-2011-2701
{'CVE-2005-2169'},CVE-2005-2169
{'AP_195'},AP_195
{'attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1'},attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1
{'det-attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b'},det-attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b
{'CVE-2002-0001'},CVE-2002-0001
{'det-attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177'},det-attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177
{'CWE_237'},CWE_237
{'attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735'},attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
{'CWE_201'},CWE_201
{'malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b'},malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b
{'CVE-1999-1363'},CVE-1999-1363
{'CVE-2004-2144'},CVE-2004-2144
{'det-5-CWE_829'},det-5-CWE_829
{'CVE-2001-0795'},CVE-2001-0795
{'det-attack-pattern--deb98323-e13f-4b0c-8d94-175379069062'},det-attack-pattern--deb98323-e13f-4b0c-8d94-175379069062
{'det-1-CWE_561'},det-1-CWE_561
{'CVE-2001-0150'},CVE-2001-0150
{'CVE-2005-0692'},CVE-2005-0692
{'attack-pattern--ca205a36-c1ad-488b-aa6c-ab34bdd3a36b'},attack-pattern--ca205a36-c1ad-488b-aa6c-ab34bdd3a36b
{'intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad'},intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad
{'malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0'},malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0
{'AP_506'},AP_506
{'CWE_219'},CWE_219
{'det-attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9'},det-attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9
{'det-6-CWE_78'},det-6-CWE_78
{'CVE-2010-2073'},CVE-2010-2073
{'malware--8b880b41-5139-4807-baa9-309690218719'},malware--8b880b41-5139-4807-baa9-309690218719
{'M-CWE_644'},M-CWE_644
{'M-CWE_684'},M-CWE_684
{'CVE-2008-2516'},CVE-2008-2516
{'AP_318'},AP_318
{'course-of-action--c7e49501-6021-414f-bfa1-94519d8ec314'},course-of-action--c7e49501-6021-414f-bfa1-94519d8ec314
{'attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58'},attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58
{'M-CWE_194'},M-CWE_194
{'CVE-2003-0777'},CVE-2003-0777
{'AP_50'},AP_50
{'attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c'},attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c
{'det-0-CWE_362'},det-0-CWE_362
{'CVE-2012-5822'},CVE-2012-5822
{'M-CWE_532'},M-CWE_532
{'CVE-2005-1205'},CVE-2005-1205
{'AP_20'},AP_20
{'det-attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0'},det-attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0
{'CWE_324'},CWE_324
{'CWE_182'},CWE_182
{'CVE-2009-1415'},CVE-2009-1415
{'malware--d1531eaa-9e17-473e-a680-3298469662c3'},malware--d1531eaa-9e17-473e-a680-3298469662c3
{'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1'},intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1
{'CVE-2009-0652'},CVE-2009-0652
{'attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd'},attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd
{'CVE-2002-1178'},CVE-2002-1178
{'M-CWE_6'},M-CWE_6
{'malware--310f437b-29e7-4844-848c-7220868d074a'},malware--310f437b-29e7-4844-848c-7220868d074a
{'CVE-2004-1950'},CVE-2004-1950
{'AP_234'},AP_234
{'CVE-2010-2299'},CVE-2010-2299
{'CVE-2017-5715'},CVE-2017-5715
{'AP_305'},AP_305
{'CVE-2009-3230'},CVE-2009-3230
{'M-CWE_456'},M-CWE_456
{'det-7-CWE_807'},det-7-CWE_807
{'CVE-2009-0558'},CVE-2009-0558
{'M-CWE_486'},M-CWE_486
{'CWE_193'},CWE_193
{'course-of-action--45e7f570-6a0b-4095-bf02-4bca05da6bae'},course-of-action--45e7f570-6a0b-4095-bf02-4bca05da6bae
{'M-CWE_663'},M-CWE_663
{'CVE-2001-1550'},CVE-2001-1550
{'AP_296'},AP_296
{'tool--b52d6583-14a2-4ddc-8527-87fd2142558f'},tool--b52d6583-14a2-4ddc-8527-87fd2142558f
{'CVE-2007-3798'},CVE-2007-3798
{'AP_207'},AP_207
{'CVE-2003-0395'},CVE-2003-0395
{'CWE_545'},CWE_545
{'malware--fb261c56-b80e-43a9-8351-c84081e7213d'},malware--fb261c56-b80e-43a9-8351-c84081e7213d
{'CVE-2008-1708'},CVE-2008-1708
{'det-attack-pattern--573ad264-1371-4ae0-8482-d2673b719dba'},det-attack-pattern--573ad264-1371-4ae0-8482-d2673b719dba
{'det-attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470'},det-attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470
{'attack-pattern--f5946b5e-9408-485f-a7f7-b5efc88909b6'},attack-pattern--f5946b5e-9408-485f-a7f7-b5efc88909b6
{'CVE-2009-0642'},CVE-2009-0642
{'CVE-2001-0860'},CVE-2001-0860
{'det-2-CWE_434'},det-2-CWE_434
{'CVE-2002-0788'},CVE-2002-0788
{'attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e'},attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e
{'malware--5a3a31fe-5a8f-48e1-bff0-a753e5b1be70'},malware--5a3a31fe-5a8f-48e1-bff0-a753e5b1be70
{'CVE-2007-6644'},CVE-2007-6644
{'CVE-2009-0244'},CVE-2009-0244
{'CVE-2003-0429'},CVE-2003-0429
{'AP_45'},AP_45
{'CWE_1042'},CWE_1042
{'course-of-action--4f170666-7edb-4489-85c2-9affa28a72e0'},course-of-action--4f170666-7edb-4489-85c2-9affa28a72e0
{'CVE-2007-1409'},CVE-2007-1409
{'M-CWE_1021'},M-CWE_1021
{'CVE-2009-1961'},CVE-2009-1961
{'course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067'},course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067
{'M-CWE_77'},M-CWE_77
{'CWE_1046'},CWE_1046
{'det-attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529'},det-attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529
{'AP_542'},AP_542
{'course-of-action--34efb2fd-4dc2-40d4-a564-0c147c85034d'},course-of-action--34efb2fd-4dc2-40d4-a564-0c147c85034d
{'intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c'},intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c
{'CVE-2002-0840'},CVE-2002-0840
{'malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1'},malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1
{'det-attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077'},det-attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
{'malware--edb24a93-1f7a-4bbf-a738-1397a14662c6'},malware--edb24a93-1f7a-4bbf-a738-1397a14662c6
{'attack-pattern--c5e31fb5-fcbd-48a4-af8c-5a6ed5b932e5'},attack-pattern--c5e31fb5-fcbd-48a4-af8c-5a6ed5b932e5
{'CVE-2001-0738'},CVE-2001-0738
{'MIT-53'},MIT-53
{'AP_606'},AP_606
{'CWE_434'},CWE_434
{'M-CWE_378'},M-CWE_378
{'CVE-2008-0379'},CVE-2008-0379
{'CVE-2000-1178'},CVE-2000-1178
{'M-CWE_576'},M-CWE_576
{'det-attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6'},det-attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6
{'CVE-2000-0552'},CVE-2000-0552
{'attack-pattern--62166220-e498-410f-a90a-19d4339d4e99'},attack-pattern--62166220-e498-410f-a90a-19d4339d4e99
{'CVE-2004-0221'},CVE-2004-0221
{'AP_307'},AP_307
{'CVE-2006-4024'},CVE-2006-4024
{'CVE-2000-0116'},CVE-2000-0116
{'AP_329'},AP_329
{'CVE-2005-2195'},CVE-2005-2195
{'CVE-2002-1752'},CVE-2002-1752
{'course-of-action--44155d14-ca75-4fdf-b033-ab3d732e2884'},course-of-action--44155d14-ca75-4fdf-b033-ab3d732e2884
{'det-attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433'},det-attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433
{'CVE-2009-4895'},CVE-2009-4895
{'det-4-CWE_41'},det-4-CWE_41
{'Vulnerability'},Vulnerability
{'CVE-2004-2371'},CVE-2004-2371
{'M-CWE_105'},M-CWE_105
{'CWE_22'},CWE_22
{'CVE-2007-4988'},CVE-2007-4988
{'CVE-2005-2875'},CVE-2005-2875
{'CWE_1177'},CWE_1177
{'M-CWE_301'},M-CWE_301
{'course-of-action--8bd1ae32-a686-48f4-a6f8-470287f76152'},course-of-action--8bd1ae32-a686-48f4-a6f8-470287f76152
{'malware--a0ebedca-d558-4e48-8ff7-4bf76208d90c'},malware--a0ebedca-d558-4e48-8ff7-4bf76208d90c
{'det-attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc'},det-attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc
{'attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81'},attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
{'WannaCry_T1570'},WannaCry_T1570
{'CVE-2003-1048'},CVE-2003-1048
{'attack-pattern--2169ba87-1146-4fc7-a118-12b72251db7e'},attack-pattern--2169ba87-1146-4fc7-a118-12b72251db7e
{'det-attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279'},det-attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
{'CWE_313'},CWE_313
{'M-CWE_415'},M-CWE_415
{'attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69'},attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69
{'CWE_66'},CWE_66
{'CVE-2012-5817'},CVE-2012-5817
{'det-attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db'},det-attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db
{'M-CWE_15'},M-CWE_15
{'CVE-2008-1526'},CVE-2008-1526
{'CWE_194'},CWE_194
{'AP_449'},AP_449
{'CWE_211'},CWE_211
{'attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896'},attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
{'attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3'},attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3
{'CWE_175'},CWE_175
{'CVE-2001-1555'},CVE-2001-1555
{'CVE-2005-1947'},CVE-2005-1947
{'course-of-action--d7c49196-b40e-42bc-8eed-b803113692ed'},course-of-action--d7c49196-b40e-42bc-8eed-b803113692ed
{'MIT-22'},MIT-22
{'CVE-2003-1078'},CVE-2003-1078
{'AP_141'},AP_141
{'det-attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c'},det-attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c
{'CVE-2001-1269'},CVE-2001-1269
{'det-attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81'},det-attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
{'SystemProcess'},SystemProcess
{'AP_471'},AP_471
{'M-CWE_102'},M-CWE_102
{'attack-pattern--6fb6408c-0db3-41d9-a3a1-a32e5f16454e'},attack-pattern--6fb6408c-0db3-41d9-a3a1-a32e5f16454e
{'det-0-CWE_510'},det-0-CWE_510
{'det-attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b'},det-attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b
{'attack-pattern--ffe742ed-9100-4686-9e00-c331da544787'},attack-pattern--ffe742ed-9100-4686-9e00-c331da544787
{'CWE_47'},CWE_47
{'CWE_326'},CWE_326
{'CVE-2000-1218'},CVE-2000-1218
{'AP_245'},AP_245
{'CVE-2007-1716'},CVE-2007-1716
{'det-0-CWE_41'},det-0-CWE_41
{'CWE_554'},CWE_554
{'M-CWE_323'},M-CWE_323
{'CVE-2008-1303'},CVE-2008-1303
{'MIT-40'},MIT-40
{'AP_402'},AP_402
{'CVE-2000-0499'},CVE-2000-0499
{'CWE_470'},CWE_470
{'CWE_147'},CWE_147
{'det-attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926'},det-attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926
{'CVE-2004-0760'},CVE-2004-0760
{'CVE-2008-4636'},CVE-2008-4636
{'CVE-2009-0191'},CVE-2009-0191
{'det-attack-pattern--f5bb433e-bdf6-4781-84bc-35e97e43be89'},det-attack-pattern--f5bb433e-bdf6-4781-84bc-35e97e43be89
{'AP_37'},AP_37
{'tool--da04ac30-27da-4959-a67d-450ce47d9470'},tool--da04ac30-27da-4959-a67d-450ce47d9470
{'CVE-1999-1326'},CVE-1999-1326
{'CWE_328'},CWE_328
{'det-attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7'},det-attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7
{'tool--b35068ec-107a-4266-bda8-eb7036267aea'},tool--b35068ec-107a-4266-bda8-eb7036267aea
{'det-attack-pattern--42fe883a-21ea-4cfb-b94a-78b6476dcc83'},det-attack-pattern--42fe883a-21ea-4cfb-b94a-78b6476dcc83
{'AP_325'},AP_325
{'CVE-2010-2872'},CVE-2010-2872
{'det-2-CWE_272'},det-2-CWE_272
{'malware--065196de-d7e8-4888-acfb-b2134022ba1b'},malware--065196de-d7e8-4888-acfb-b2134022ba1b
{'CVE-2006-4997'},CVE-2006-4997
{'CWE_1075'},CWE_1075
{'CWE_522'},CWE_522
{'CVE-2009-0141'},CVE-2009-0141
{'AP_487'},AP_487
{'det-6-CWE_131'},det-6-CWE_131
{'C#'},C#
{'CVE-2005-1674'},CVE-2005-1674
{'CWE_1043'},CWE_1043
{'CWE_479'},CWE_479
{'course-of-action--f27ef4f2-71fe-48b6-b7f4-02dcac14320e'},course-of-action--f27ef4f2-71fe-48b6-b7f4-02dcac14320e
{'CVE-2001-0682'},CVE-2001-0682
{'tool--c11ac61d-50f4-444f-85d8-6f006067f0de'},tool--c11ac61d-50f4-444f-85d8-6f006067f0de
{'M-CWE_498'},M-CWE_498
{'attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2'},attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
{'M-CWE_287'},M-CWE_287
{'attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d'},attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d
{'CVE-2001-1546'},CVE-2001-1546
{'course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a'},course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a
{'det-attack-pattern--41868330-6ee2-4d0f-b743-9f2294c3c9b6'},det-attack-pattern--41868330-6ee2-4d0f-b743-9f2294c3c9b6
{'CVE-2000-1234'},CVE-2000-1234
{'CVE-2013-1402'},CVE-2013-1402
{'AP_84'},AP_84
{'CWE_562'},CWE_562
{'CVE-2005-2225'},CVE-2005-2225
{'CVE-2010-3397'},CVE-2010-3397
{'CVE-2003-0083'},CVE-2003-0083
{'CWE_420'},CWE_420
{'det-1-CWE_22'},det-1-CWE_22
{'M-CWE_260'},M-CWE_260
{'CVE-2001-0520'},CVE-2001-0520
{'M-CWE_103'},M-CWE_103
{'CVE-2008-3680'},CVE-2008-3680
{'M-CWE_550'},M-CWE_550
{'CVE-2007-4000'},CVE-2007-4000
{'CVE-2002-1869'},CVE-2002-1869
{'det-attack-pattern--39131305-9282-45e4-ac3b-591d2d4fc3ef'},det-attack-pattern--39131305-9282-45e4-ac3b-591d2d4fc3ef
{'CWE_1125'},CWE_1125
{'CVE-2006-6838'},CVE-2006-6838
{'AP_161'},AP_161
{'det-attack-pattern--144e007b-e638-431d-a894-45d90c54ab90'},det-attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
{'malware--8fc6c9e7-a162-4ca4-a488-f1819e9a7b06'},malware--8fc6c9e7-a162-4ca4-a488-f1819e9a7b06
{'tool--9de2308e-7bed-43a3-8e58-f194b3586700'},tool--9de2308e-7bed-43a3-8e58-f194b3586700
{'AP_476'},AP_476
{'CVE-2006-2056'},CVE-2006-2056
{'CVE-2016-10003'},CVE-2016-10003
{'det-attack-pattern--543fceb5-cb92-40cb-aacf-6913d4db58bc'},det-attack-pattern--543fceb5-cb92-40cb-aacf-6913d4db58bc
{'AP_443'},AP_443
{'CWE_78'},CWE_78
{'CWE_83'},CWE_83
{'CWE_1104'},CWE_1104
{'intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648'},intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648
{'CWE_772'},CWE_772
{'CWE_616'},CWE_616
{'CVE-2004-1032'},CVE-2004-1032
{'CVE-2001-1248'},CVE-2001-1248
{'CVE-2005-2263'},CVE-2005-2263
{'CVE-2002-1238'},CVE-2002-1238
{'MIT-4.5'},MIT-4.5
{'course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96'},course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96
{'malware--4f6aa78c-c3d4-4883-9840-96ca2f5d6d47'},malware--4f6aa78c-c3d4-4883-9840-96ca2f5d6d47
{'tool--294e2560-bd48-44b2-9da2-833b5588ad11'},tool--294e2560-bd48-44b2-9da2-833b5588ad11
{'CVE-2002-0862'},CVE-2002-0862
{'course-of-action--5c49bc54-9929-48ca-b581-7018219b5a97'},course-of-action--5c49bc54-9929-48ca-b581-7018219b5a97
{'M-CWE_424'},M-CWE_424
{'M-CWE_789'},M-CWE_789
{'AP_536'},AP_536
{'course-of-action--65da1eb6-d35d-4853-b280-98a76c0aef53'},course-of-action--65da1eb6-d35d-4853-b280-98a76c0aef53
{'CVE-2007-0163'},CVE-2007-0163
{'CWE_839'},CWE_839
{'attack-pattern--6c174520-beea-43d9-aac6-28fb77f3e446'},attack-pattern--6c174520-beea-43d9-aac6-28fb77f3e446
{'AP_572'},AP_572
{'CVE-2002-1978'},CVE-2002-1978
{'CVE-2008-3773'},CVE-2008-3773
{'CWE_843'},CWE_843
{'course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f'},course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f
{'CVE-2008-5027'},CVE-2008-5027
{'CVE-2008-4304'},CVE-2008-4304
{'course-of-action--ec418d1b-4963-439f-b055-f914737ef362'},course-of-action--ec418d1b-4963-439f-b055-f914737ef362
{'malware--68dca94f-c11d-421e-9287-7c501108e18c'},malware--68dca94f-c11d-421e-9287-7c501108e18c
{'CWE_34'},CWE_34
{'det-1-CWE_120'},det-1-CWE_120
{'CVE-2005-1654'},CVE-2005-1654
{'det-4-CWE_601'},det-4-CWE_601
{'M-CWE_652'},M-CWE_652
{'det-attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86'},det-attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86
{'det-4-CWE_89'},det-4-CWE_89
{'M-CWE_145'},M-CWE_145
{'AP_541'},AP_541
{'CWE_615'},CWE_615
{'CWE_343'},CWE_343
{'attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830'},attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830
{'CVE-2003-0291'},CVE-2003-0291
{'attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591'},attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591
{'MIT-28'},MIT-28
{'malware--8c050cea-86e1-4b63-bf21-7af4fa483349'},malware--8c050cea-86e1-4b63-bf21-7af4fa483349
{'CWE_581'},CWE_581
{'CVE-2002-0367'},CVE-2002-0367
{'tool--ca656c25-44f1-471b-9d9f-e2a3bbb84973'},tool--ca656c25-44f1-471b-9d9f-e2a3bbb84973
{'CVE-2009-3238'},CVE-2009-3238
{'CWE_1023'},CWE_1023
{'AP_278'},AP_278
{'M-CWE_497'},M-CWE_497
{'CWE_293'},CWE_293
{'M-CWE_764'},M-CWE_764
{'attack-pattern--c1b11bf7-c68e-4fbf-a95b-28efbe7953bb'},attack-pattern--c1b11bf7-c68e-4fbf-a95b-28efbe7953bb
{'CVE-2006-2480'},CVE-2006-2480
{'CWE_943'},CWE_943
{'CVE-2005-1650'},CVE-2005-1650
{'attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c'},attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
{'tool--b76b2d94-60e4-4107-a903-4a3a7622fb3b'},tool--b76b2d94-60e4-4107-a903-4a3a7622fb3b
{'malware--ecc2f65a-b452-4eaf-9689-7e181f17f7a5'},malware--ecc2f65a-b452-4eaf-9689-7e181f17f7a5
{'intrusion-set--0ea72cd5-ca30-46ba-bc04-378f701c658f'},intrusion-set--0ea72cd5-ca30-46ba-bc04-378f701c658f
{'course-of-action--b91c2f9e-c1a0-44df-95f0-9e7c9d1d5e55'},course-of-action--b91c2f9e-c1a0-44df-95f0-9e7c9d1d5e55
{'CVE-2007-5657'},CVE-2007-5657
{'det-attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e'},det-attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e
{'det-9-CWE_732'},det-9-CWE_732
{'malware--9e9b9415-a7df-406b-b14d-92bfe6809fbe'},malware--9e9b9415-a7df-406b-b14d-92bfe6809fbe
{'CVE-2004-0184'},CVE-2004-0184
{'M-CWE_141'},M-CWE_141
{'AP_320'},AP_320
{'det-attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2'},det-attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2
{'AP_222'},AP_222
{'CWE_227'},CWE_227
{'CWE_691'},CWE_691
{'attack-pattern--804c042c-cfe6-449e-bc1a-ba0a998a70db'},attack-pattern--804c042c-cfe6-449e-bc1a-ba0a998a70db
{'M-CWE_280'},M-CWE_280
{'AP_485'},AP_485
{'attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b'},attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b
{'CWE_348'},CWE_348
{'AP_159'},AP_159
{'CVE-2009-3620'},CVE-2009-3620
{'CWE_687'},CWE_687
{'CVE-2010-2753'},CVE-2010-2753
{'CWE_330'},CWE_330
{'intrusion-set--f047ee18-7985-4946-8bfb-4ed754d3a0dd'},intrusion-set--f047ee18-7985-4946-8bfb-4ed754d3a0dd
{'CVE-2002-1603'},CVE-2002-1603
{'CWE_614'},CWE_614
{'CVE-2002-1912'},CVE-2002-1912
{'intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973'},intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973
{'CVE-2005-0064'},CVE-2005-0064
{'CVE-2007-1285'},CVE-2007-1285
{'M-CWE_470'},M-CWE_470
{'M-CWE_155'},M-CWE_155
{'attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b'},attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b
{'attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b'},attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b
{'course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312'},course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312
{'malware--8ab98e25-1672-4b5f-a2fb-e60f08a5ea9e'},malware--8ab98e25-1672-4b5f-a2fb-e60f08a5ea9e
{'det-attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c'},det-attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c
{'CVE-1999-0067'},CVE-1999-0067
{'course-of-action--1c0711c8-2a73-48a1-893d-ff88bcd23824'},course-of-action--1c0711c8-2a73-48a1-893d-ff88bcd23824
{'CVE-2005-0877'},CVE-2005-0877
{'CWE_653'},CWE_653
{'CWE_7'},CWE_7
{'det-attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c'},det-attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c
{'M-CWE_515'},M-CWE_515
{'CWE_449'},CWE_449
{'CVE-2005-1792'},CVE-2005-1792
{'CWE_296'},CWE_296
{'det-0-CWE_703'},det-0-CWE_703
{'CWE_253'},CWE_253
{'WindowsNT'},WindowsNT
{'CVE-2008-0599'},CVE-2008-0599
{'AP_452'},AP_452
{'CVE-2007-0649'},CVE-2007-0649
{'CWE_439'},CWE_439
{'CWE_243'},CWE_243
{'attack-pattern--29be378d-262d-4e99-b00d-852d573628e6'},attack-pattern--29be378d-262d-4e99-b00d-852d573628e6
{'AP_564'},AP_564
{'CVE-2005-0824'},CVE-2005-0824
{'attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53'},attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53
{'CVE-2001-0650'},CVE-2001-0650
{'AP_550'},AP_550
{'CVE-2012-5821'},CVE-2012-5821
{'CWE_339'},CWE_339
{'AP_70'},AP_70
{'malware--e170995d-4f61-4f17-b60e-04f9a06ee517'},malware--e170995d-4f61-4f17-b60e-04f9a06ee517
{'tool--30489451-5886-4c46-90c9-0dff9adc5252'},tool--30489451-5886-4c46-90c9-0dff9adc5252
{'CVE-2007-4217'},CVE-2007-4217
{'CVE-2009-1719'},CVE-2009-1719
{'CVE-2006-2373'},CVE-2006-2373
{'det-4-CWE_862'},det-4-CWE_862
{'M-CWE_73'},M-CWE_73
{'CWE_481'},CWE_481
{'det-attack-pattern--f63fe421-b1d1-45c0-b8a7-02cd16ff2bed'},det-attack-pattern--f63fe421-b1d1-45c0-b8a7-02cd16ff2bed
{'CWE_297'},CWE_297
{'CVE-2009-1073'},CVE-2009-1073
{'M-CWE_502'},M-CWE_502
{'CVE-2000-0277'},CVE-2000-0277
{'CWE_338'},CWE_338
{'CWE_19'},CWE_19
{'det-attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59'},det-attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59
{'CVE-2000-0102'},CVE-2000-0102
{'M-CWE_104'},M-CWE_104
{'course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c'},course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c
{'det-1-CWE_787'},det-1-CWE_787
{'CVE-2008-2052'},CVE-2008-2052
{'attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58'},attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58
{'CVE-2007-2027'},CVE-2007-2027
